파일명,소분류1,점수1,소분류2,점수2,소분류3,점수3
시장_마장축산물시장_358.jpg,Busy intersection with iconic skyscrapers,0.2084,Narrow lane with colorful murals,0.2049,Tranquil street under cherry blossoms,0.2017
시장_마장축산물시장_359.jpg,Rooftop restaurant with city skyline,0.2471,Open-air restaurant with ocean view,0.2453,Vintage marquee with neon lights,0.2415
시장_망원시장_327.jpg,Art Deco theater facade,0.273,Grand theater entrance facade,0.2724,Open-air restaurant with ocean view,0.2674
시장_망원시장_328.jpg,Skybridge connecting department stores,0.2337,Grand staircase in central atrium,0.2189,Panoramic view from stadium seats,0.2032
시장_망원시장_329.jpg,Open-air restaurant with ocean view,0.2451,Outdoor seating with quaint tables,0.2157,Glass-walled restaurant overlooking mountains,0.2071
시장_모란민속5일장_842.jpg,Grand entrance arch with festival banners,0.2683,Decorative street flags fluttering,0.2316,Busy intersection with iconic skyscrapers,0.2221
시장_모란민속5일장_843.jpg,Modern marina with luxury yachts,0.2777,Panoramic view from observation deck,0.2538,Outdoor market by historic city walls,0.2495
시장_모래내시장_1316.jpg,Colorful canopies over market stalls,0.2904,Vibrant market under hanging lanterns,0.2872,Sunlit alley with colorful hanging lanterns,0.2844
시장_모래내시장_1317.jpg,Stadium exterior with dramatic lighting,0.1983,Wide-angle view of stadium roof,0.1976,Stadium against mountain backdrop,0.1905
시장_목동깨비시장_351.jpg,Colorful canopies over market stalls,0.23,Sunlit window display with pastries,0.2229,Early morning market street ambiance,0.2217
시장_목동깨비시장_352.jpg,Colorful canopies over market stalls,0.264,Early morning market street ambiance,0.2367,Vibrant market under hanging lanterns,0.2299
시장_목동깨비시장_353.jpg,Colorful canopies over market stalls,0.246,Decorative street flags fluttering,0.2337,Vibrant market under hanging lanterns,0.2239
시장_민락회타운시장_1798.jpg,Skybridge connecting department stores,0.2469,Seaside tower with panoramic vistas,0.2441,Golden roofed palace under clear sky,0.2288
시장_반여농산물도매시장_1779.jpg,Decorative street flags fluttering,0.2553,Grand entrance arch with festival banners,0.2385,Seasonal window display decorations,0.2203
시장_반여농산물도매시장_1780.jpg,Lush forest with vibrant green canopy,0.193,Forested hills from wooden lookout,0.1897,Seaside tower with panoramic vistas,0.1787
시장_반여농산물도매시장_1781.jpg,Twisting street through medieval village,0.2321,Curved road with mountain backdrop,0.2196,Busy intersection with iconic skyscrapers,0.2165
시장_발안만세시장_875.jpg,Minimalist gallery with geometric design,0.1934,Artisan crafts and woven baskets display,0.192,Weathered market signs and banners,0.1883
시장_발안만세시장_876.jpg,Minimalist gallery with geometric design,0.1965,Gallery surrounded by lush landscapes,0.1815,Vast exhibition hall with paintings,0.1813
시장_방산시장_360.jpg,Weathered market signs and banners,0.2774,Quiet market corners with old signage,0.26,Vibrant market under hanging lanterns,0.2407
시장_방산시장_361.jpg,Outdoor market by historic city walls,0.286,Quiet market corners with old signage,0.2663,Traditional market alleyways at sunset,0.2656
시장_방산시장_362.jpg,Seasonal window display decorations,0.2432,Glass-fronted shop in urban setting,0.2199,Quiet market corners with old signage,0.2186
시장_부산진시장_1767.jpg,Blossoming cherry trees in spring,0.2086,Bridges over gentle flowing streams,0.1911,Tropical greenhouse with exotic plants,0.1898
시장_부산진시장_1768.jpg,Blossoming cherry trees in spring,0.2036,Bridges over gentle flowing streams,0.1894,Tropical greenhouse with exotic plants,0.1833
시장_부산진시장_1769.jpg,Panoramic view from observation deck,0.249,Historic wooden roller coaster structure,0.2405,Vibrant roller coaster tracks in motion,0.2343
시장_부전시장_1758.jpg,Classic red velvet stage curtains,0.1898,Palace reflection in lotus pond,0.1884,Majestic hall framed by cherry blossoms,0.1842
시장_부전시장_1759.jpg,Classic red velvet stage curtains,0.1971,Gallery surrounded by lush landscapes,0.1865,Palace reflection in lotus pond,0.1856
시장_부전시장_1760.jpg,Vine-covered courtyard dining area,0.2485,Artisan crafts and woven baskets display,0.2437,Traditional thatched roof dining pavilion,0.2436
시장_부평깡통시장_1761.jpg,Weathered market signs and banners,0.2511,Vibrant market under hanging lanterns,0.2486,Quiet market corners with old signage,0.2444
시장_부평깡통시장_1762.jpg,Old-world pub facade with ivy-covered walls,0.2625,Open-air restaurant with ocean view,0.2521,Historical building with ornate facade,0.2421
시장_부평깡통시장_1763.jpg,Colorful canopies over market stalls,0.2874,Vibrant market under hanging lanterns,0.2804,Rustic wooden market architecture,0.2491
시장_부평종합시장_1325.jpg,Colorful canopies over market stalls,0.2647,Outdoor market by historic city walls,0.2617,Vibrant market under hanging lanterns,0.2542
시장_삼미시장_845.jpg,Open-air restaurant with ocean view,0.2449,Glass-fronted shop in urban setting,0.2242,Colorful awnings and hanging lanterns,0.2224
시장_삼미시장_846.jpg,Vibrant market under hanging lanterns,0.2504,Outdoor market by historic city walls,0.246,Early morning market street ambiance,0.2431
시장_삼산농산물도매시장_1346.jpg,Modern minimalist stage design,0.2361,Classic red velvet stage curtains,0.2275,Architectural details of stadium facade,0.2227
시장_삼산농산물도매시장_1347.jpg,Interior courtyard with natural light,0.2319,Skybridge connecting department stores,0.2272,Golden roofed palace under clear sky,0.223
시장_삼산농산물도매시장_1348.jpg,Wide-angle view of stadium roof,0.2655,Aerial view of stadium landscape,0.2575,Stadium exterior with dramatic lighting,0.2465
시장_서면시장_1795.jpg,Quiet market corners with old signage,0.2661,Colorful awnings and hanging lanterns,0.2544,Glass-fronted shop in urban setting,0.2508
시장_서울풍물시장_354.jpg,Classic red velvet stage curtains,0.1869,Golden roofed palace under clear sky,0.1846,Golden roofed palace under clear sky,0.1846
시장_서울풍물시장_355.jpg,Weathered market signs and banners,0.2564,Quiet market corners with old signage,0.2418,Art Deco department store façade,0.231
시장_서울풍물시장_356.jpg,Seasonal flower beds in bloom,0.2466,Water lily pond with reflection,0.2246,Alpine rock garden with waterfall,0.2117
시장_서원시장_1791.jpg,Open-air restaurant with ocean view,0.2536,Colorful awnings and hanging lanterns,0.2403,Glass-fronted shop in urban setting,0.2398
시장_성남중앙공설시장_878.jpg,Skybridge connecting department stores,0.2429,Market square with cobblestone paths,0.2412,Art Deco department store façade,0.2388
시장_성남중앙공설시장_880.jpg,Colorful canopies over market stalls,0.2533,Vibrant market under hanging lanterns,0.2522,Glass-fronted shop in urban setting,0.2358
시장_소래포구종합어시장_1310.jpg,Grand entrance arch with festival banners,0.2462,Sculpture garden with lush greenery,0.2186,Wide-angle view of museum courtyard,0.2161
시장_수원시농수산물도매시장_860.jpg,Market square with cobblestone paths,0.2473,Early morning market street ambiance,0.2446,Colorful canopies over market stalls,0.2425
시장_수원시농수산물도매시장_861.jpg,Skybridge connecting department stores,0.2187,Glass atrium with skylight ceiling,0.2081,Sweeping gardens with symmetrical layout,0.2013
시장_수원시농수산물도매시장_862.jpg,Grand entrance arch with festival banners,0.2265,Decorative street flags fluttering,0.2089,Modern minimalist stage design,0.2078
시장_신기시장_1331.jpg,Classic red velvet stage curtains,0.1686,Wide-angle view of museum courtyard,0.1653,Courtyard view with stone pathways,0.1597
시장_신기시장_1333.jpg,Stadium against mountain backdrop,0.2087,Stadium exterior with dramatic lighting,0.2075,Stadium entrance framed by trees,0.2026
시장_신흥시장_343.jpg,Glass-walled restaurant overlooking mountains,0.2498,Modern minimalist restaurant architecture,0.2449,Rustic wooden interior with chandeliers,0.2331
시장_신흥시장_344.jpg,Alley with overhanging laundry lines,0.3033,Twisting alley with ivy-covered archways,0.2875,Historic alley with vintage street lamps,0.267
시장_안양농수산물도매시장 수산동_881.jpg,Grand entrance arch with festival banners,0.1996,Traditional drumming stage backdrop,0.1842,Sky filled with vibrant fireworks,0.1839
시장_안양농수산물도매시장 수산동_882.jpg,Seasonal flower beds in bloom,0.2814,Skybridge connecting department stores,0.2374,Majestic hall framed by cherry blossoms,0.2285
시장_안양농수산물도매시장 수산동_883.jpg,Alley with overhanging laundry lines,0.2307,Cobbled alleyway with vintage lampposts,0.2143,Quiet cul-de-sac with ivy-covered walls,0.2057
시장_안양중앙시장_866.jpg,Open-air restaurant with ocean view,0.2283,Seaside terrace dining at sunset,0.2174,Traditional thatched roof dining pavilion,0.2154
시장_안양중앙시장_867.jpg,Decorative street flags fluttering,0.2081,Classic red velvet stage curtains,0.2059,Grand entrance arch with festival banners,0.2
시장_안양중앙시장_868.jpg,Decorative street flags fluttering,0.188,Intricate floral floats in parade,0.1864,Grand entrance arch with festival banners,0.1852
시장_용인중앙시장_854.jpg,Modern minimalist restaurant architecture,0.245,Rooftop restaurant with city skyline,0.2406,Open-air restaurant with ocean view,0.236
시장_용인중앙시장_855.jpg,Rustic wooden market architecture,0.1873,Artisan crafts and woven baskets display,0.1794,Market square with cobblestone paths,0.1772
시장_용인중앙시장_856.jpg,Ornate gate with intricate carvings,0.2725,Vibrant roller coaster tracks in motion,0.2629,Iconic entrance gate with flags,0.2622
시장_용현시장_1340.jpg,Outdoor market by historic city walls,0.2364,Vibrant market under hanging lanterns,0.2303,Colorful canopies over market stalls,0.2199
시장_용현시장_1341.jpg,Grand entrance with ornamental pillars,0.1969,Grand entrance with ornamental pillars,0.1969,Market square with cobblestone paths,0.1961
시장_용현시장_1342.jpg,Outdoor market by historic city walls,0.2473,Vibrant market under hanging lanterns,0.2437,Colorful canopies over market stalls,0.2272
시장_원당시장_884.jpg,Classic red velvet stage curtains,0.2018,Majestic hall framed by cherry blossoms,0.1851,Modern minimalist stage design,0.1775
시장_원당시장_886.jpg,Vibrant market under hanging lanterns,0.2332,Colorful canopies over market stalls,0.2262,Outdoor market by historic city walls,0.2206
시장_의정부제일시장_872.jpg,Graffiti-covered urban alleyway murals,0.2584,Quiet market corners with old signage,0.2538,Narrow lane with colorful murals,0.2397
시장_의정부제일시장_873.jpg,Seasonal flower beds in bloom,0.2449,Wooden shutters and flower boxes,0.2196,Early morning market street ambiance,0.2066
시장_의정부제일시장_874.jpg,Busy intersection with iconic skyscrapers,0.2387,Skybridge connecting department stores,0.2383,Twisting street through medieval village,0.2321
시장_인천석바위시장_1352.jpg,Traditional wooden temple gate entrance,0.2736,Grand entrance with ornamental pillars,0.2707,Ornate gate with intricate carvings,0.2619
시장_인천석바위시장_1353.jpg,Charming exterior with vintage signage,0.2544,Alley with overhanging laundry lines,0.2438,Wooden shutters and flower boxes,0.2401
시장_인천석바위시장_1354.jpg,Minimalist gallery with geometric design,0.2196,Grand entrance with ornamental pillars,0.2164,Gallery with expansive skylights,0.2141
시장_인천종합어시장_1319.jpg,Traditional architecture with mountain backdrop,0.2251,Iconic entrance gate with flags,0.2205,Grand entrance with ornamental pillars,0.2087
시장_인천종합어시장_1320.jpg,Industrial cranes at busy shipyard,0.1773,Golden roofed palace under clear sky,0.1708,Bamboo forest surrounding secluded shrine,0.1707
시장_인천종합어시장_1321.jpg,Traditional thatched roof dining pavilion,0.1992,Quiet market corners with old signage,0.1926,Early morning market street ambiance,0.1892
시장_일산시장_848.jpg,Crenellated towers against a blue sky,0.2394,Seaside tower with panoramic vistas,0.2246,Clouds beneath glass-floor vantage point,0.2182
시장_자유도매시장_1789.jpg,Grand entrance arch with festival banners,0.2177,Outdoor seating with quaint tables,0.1976,Decorative street flags fluttering,0.1944
시장_자유도매시장_1790.jpg,Skybridge connecting department stores,0.2165,Vintage elevator with ornate details,0.2039,Open-air restaurant with ocean view,0.2028
시장_장림골목시장_1777.jpg,Grand entrance arch with festival banners,0.2004,Quaint village pub under starry night sky,0.1918,Open-air restaurant with ocean view,0.1861
시장_장림골목시장_1778.jpg,Colorful canopies over market stalls,0.2544,Vibrant market under hanging lanterns,0.2451,Open-air restaurant with ocean view,0.2373
시장_정서진중앙시장_1343.jpg,Open-air restaurant with ocean view,0.2768,Colorful canopies over market stalls,0.2398,Rooftop restaurant with city skyline,0.2381
시장_정서진중앙시장_1344.jpg,Vibrant market under hanging lanterns,0.2616,Outdoor market by historic city walls,0.2413,Colorful canopies over market stalls,0.2365
시장_토지금고시장_1349.jpg,Rooftop restaurant with city skyline,0.2023,Open-air restaurant with ocean view,0.1956,Sky filled with vibrant fireworks,0.1838
시장_토지금고시장_1351.jpg,Busy intersection with iconic skyscrapers,0.2457,Narrow lane with colorful murals,0.2285,Graffiti-covered urban alleyway murals,0.2137
시장_해운대전통시장_1770.jpg,Open-air restaurant with ocean view,0.2213,Sunlit window display with pastries,0.2171,Charming exterior with vintage signage,0.2143
시장_해운대전통시장_1771.jpg,Vibrant market under hanging lanterns,0.2462,Early morning market street ambiance,0.2415,Colorful canopies over market stalls,0.2341
시장_해운대전통시장_1772.jpg,Open-air restaurant with ocean view,0.2235,Rooftop restaurant with city skyline,0.2066,Glass-walled restaurant overlooking mountains,0.1903
실내포장마차_골목정원_1355.jpg,Narrow lane with colorful murals,0.3039,Graffiti-covered urban alleyway murals,0.3019,Sunlit alley with colorful hanging lanterns,0.2415
실내포장마차_골목포차_1801.jpg,Charming exterior with vintage signage,0.2391,Alfresco seating under string lights,0.2381,Open-air restaurant with ocean view,0.2381
아파트_수목원호정포레스트아파트_1977.jpg,Courtyard view with stone pathways,0.2274,Colorful lanterns illuminating the street,0.2226,Grand entrance arch with festival banners,0.2176
양식_낭만놀이_1908.jpg,Venetian alley with rustic brick buildings,0.2832,Alley with overhanging laundry lines,0.2742,Narrow cobblestone alley with stone walls,0.2724
양식_디노브런치앤다이닝_1502.jpg,Colorful awnings and hanging lanterns,0.283,Traditional European-style storefront,0.2712,Charming exterior with vintage signage,0.2708
양식_디노브런치앤다이닝_1503.jpg,Outdoor seating with quaint tables,0.2646,Rustic wooden interior with chandeliers,0.2559,Traditional wooden pub with vintage signage,0.2539
양식_디노브런치앤다이닝_1504.jpg,Outdoor seating with quaint tables,0.2507,Open-air restaurant with ocean view,0.241,Sunlit window display with pastries,0.2291
양식_로앤쿡드 더브런치_42.jpg,Traditional European-style storefront,0.2461,Sunlit window display with pastries,0.2424,Charming exterior with vintage signage,0.2331
양식_문라이트브런치카페_1914.jpg,Vine-covered courtyard dining area,0.2476,Open-air restaurant with ocean view,0.2408,Glass-walled restaurant overlooking mountains,0.2218
양식_문라이트브런치카페_1915.jpg,Open-air restaurant with ocean view,0.2314,Traditional thatched roof dining pavilion,0.2307,Seaside terrace dining at sunset,0.2243
양식_문라이트브런치카페_1916.jpg,Busy intersection with iconic skyscrapers,0.2407,Reflective glass and steel structure,0.2231,Stadium against mountain backdrop,0.2191
양식_브런치 앤 디너 테라비 부산대점_1515.jpg,Open-air restaurant with ocean view,0.2246,Seaside terrace dining at sunset,0.2037,Glass-walled restaurant overlooking mountains,0.1991
양식_브런치 앤 디너 테라비 부산대점_1516.jpg,Open-air restaurant with ocean view,0.2269,Glass-walled restaurant overlooking mountains,0.2225,Traditional thatched roof dining pavilion,0.2224
양식_서울바다카페_486.jpg,Sunlit window display with pastries,0.2452,Wooden shutters and flower boxes,0.2031,Vine-covered courtyard dining area,0.1986
양식_서울바다카페_487.jpg,Golden Buddha statue in lush garden,0.2387,Traditional architecture with mountain backdrop,0.2319,Mountain temple shrouded in mist,0.223
양식_서울바다카페_488.jpg,Modern marina with luxury yachts,0.2613,Colorful sailboats in calm waters,0.2598,Golden sunset over tranquil sea,0.2508
양식_이디엘브런치하우스_1893.jpg,Cozy pub corner with rustic fireplace,0.2508,Rustic wooden interior with chandeliers,0.2503,Outdoor seating with quaint tables,0.2428
양식_이디엘브런치하우스_1894.jpg,Glass-walled restaurant overlooking mountains,0.206,Open-air restaurant with ocean view,0.1997,Outdoor seating with quaint tables,0.1979
양식_퐁당퐁당브런치_536.jpg,Vibrant market under hanging lanterns,0.2111,Colorful canopies over market stalls,0.2035,Open-air restaurant with ocean view,0.2023
온천_수목원생활온천_1975.jpg,Art deco cinema architecture,0.2968,Modern multiplex exterior at dusk,0.2919,Grand theater entrance facade,0.2831
온천_수목원생활온천_1976.jpg,Rustic wooden interior with chandeliers,0.28,Traditional thatched roof dining pavilion,0.2676,Cozy pub corner with rustic fireplace,0.2668
워터테마파크_누리워터파크_1295.jpg,Giant water slide under blue sky,0.2376,Twinkling lights on amusement rides,0.2252,Cascading water in urban park,0.2226
워터테마파크_누리워터파크_1296.jpg,Giant water slide under blue sky,0.2443,Twinkling lights on amusement rides,0.235,Sky-high drop tower against clouds,0.2208
워터테마파크_씨랄라워터파크_288.jpg,Twinkling lights on amusement rides,0.241,Giant water slide under blue sky,0.236,Vibrant roller coaster tracks in motion,0.2359
워터테마파크_아쿠아필드 고양_836.jpg,Waterfall plunging into turquoise pool,0.2746,Minimalist modern water feature,0.2555,Reflection pool with bronze spouts,0.2553
워터테마파크_아쿠아필드 하남_833.jpg,Waterfall plunging into turquoise pool,0.219,Minimalist modern water feature,0.2158,Fountain with colorful mosaic tiles,0.2
워터테마파크_아쿠아필드 하남_834.jpg,Modern minimalist restaurant architecture,0.2531,Glass-walled restaurant overlooking mountains,0.2499,Open-air restaurant with ocean view,0.2498
워터테마파크_아쿠아필드 하남_835.jpg,Open-air restaurant with ocean view,0.2444,Modern minimalist restaurant architecture,0.2263,Glass-walled restaurant overlooking mountains,0.2203
워터테마파크_웅진플레이도시_824.jpg,river delta with winding channels,0.2278,Serene pond with lily pads,0.2208,Bridges over gentle flowing streams,0.2147
워터테마파크_웅진플레이도시_825.jpg,Classic red velvet stage curtains,0.2273,Sky-high drop tower against clouds,0.2245,"Amusement park at night, neon glow",0.2209
워터테마파크_웅진플레이도시_826.jpg,Open-air restaurant with ocean view,0.2289,Rooftop restaurant with city skyline,0.1997,Traditional thatched roof dining pavilion,0.1994
워터테마파크_인스파이어 스플래시 베이_1293.jpg,Glass atrium with skylight ceiling,0.2764,Fountain with colorful mosaic tiles,0.2762,Waterfall plunging into turquoise pool,0.2644
워터테마파크_인스파이어 스플래시 베이_1294.jpg,Sculpted topiary garden maze,0.2512,Seasonal window display decorations,0.2471,Seasonal flower beds in bloom,0.2427
워터테마파크_캐리비안베이_818.jpg,Aquatic exhibits with underwater tunnels,0.2521,Wooden walkways through tropical zones,0.2412,Sky-high drop tower against clouds,0.2344
워터테마파크_캐리비안베이_819.jpg,Sky-high drop tower against clouds,0.2307,Symmetrical palace facade at sunrise,0.2229,Vibrant roller coaster tracks in motion,0.2209
워터테마파크_캐리비안베이_820.jpg,Fountain surrounded by lush gardens,0.2211,Fountain with colorful mosaic tiles,0.2172,Synchronized fountains in city square,0.2161
워터테마파크_클럽디오아시스_1731.jpg,Sky-high drop tower against clouds,0.2462,Seaside tower with panoramic vistas,0.2298,Historic wooden roller coaster structure,0.2297
워터테마파크_클럽디오아시스_1732.jpg,Waterfall plunging into turquoise pool,0.2584,Fountain with colorful mosaic tiles,0.2448,Fountain surrounded by lush gardens,0.2429
워터테마파크_클럽디오아시스_1733.jpg,Open-air restaurant with ocean view,0.2424,Fountain with colorful mosaic tiles,0.2377,Waterfall plunging into turquoise pool,0.2323
워터테마파크_파라다이스시티 씨메르_1273.jpg,Gilded balcony and box seats,0.2381,Clouds beneath glass-floor vantage point,0.2298,Reflection in surrounding water bodies,0.228
유적지_갑곶돈대_1239.jpg,Forested hills from wooden lookout,0.2781,Alpine rock garden with waterfall,0.27,Courtyard view with stone pathways,0.2684
유적지_강화광성보_1223.jpg,Wide-angle view of museum courtyard,0.235,Traditional wooden temple gate entrance,0.2348,Lotus pond reflecting temple facade,0.2276
유적지_강화광성보_1224.jpg,Historic stone observatory on grassy hill,0.2466,Bridge crossing scenic trail,0.2328,Riverbank walking route,0.2219
유적지_덕진진_1250.jpg,Tranquil Japanese garden design,0.247,Alpine rock garden with waterfall,0.2421,Sculpted topiary garden maze,0.2318
유적지_덕진진_1251.jpg,Classic red velvet stage curtains,0.1981,Traditional architecture with mountain backdrop,0.1932,Grand entrance arch with festival banners,0.1919
유적지_덕진진_1252.jpg,Traditional wooden temple gate entrance,0.3073,Ornate gate with intricate carvings,0.2841,Ornate gate with intricate carvings,0.2841
유적지_방화수류정_767.jpg,Palace reflection in lotus pond,0.2791,Water lily pond with reflection,0.2771,Serene pond with lily pads,0.2737
유적지_방화수류정_768.jpg,Palace reflection in lotus pond,0.2873,Tranquil Japanese garden design,0.287,Water lily pond with reflection,0.2808
유적지_방화수류정_769.jpg,Seasonal flower beds in bloom,0.2794,Blossoming cherry trees in spring,0.2668,Palm tree avenue under blue sky,0.2595
유적지_제물포구락부_1253.jpg,Seaside pub with panoramic ocean backdrop,0.2799,Pub interior with ornate stained glass,0.2723,Riverside pub with scenic water views,0.2647
유적지_제물포구락부_1254.jpg,Majestic hall framed by cherry blossoms,0.2977,Traditional architecture with mountain backdrop,0.2785,Traditional wooden temple gate entrance,0.2678
"육류,고기_골목안정원_404.jpg",Tranquil Japanese garden design,0.2611,Quiet cul-de-sac with ivy-covered walls,0.2408,Traditional architecture with mountain backdrop,0.2378
"육류,고기_골목흑돼지_382.jpg",Open-air restaurant with ocean view,0.2619,Traditional European-style storefront,0.2533,Glass-fronted shop in urban setting,0.2469
의류판매_브런치_1511.jpg,Sunlit window display with pastries,0.2318,Outdoor seating with quaint tables,0.2132,Modern minimalist restaurant architecture,0.2111
인천1호선_검단호수공원역 인천1호선_1120.jpg,Vibrant roller coaster tracks in motion,0.2383,Grand entrance arch with festival banners,0.2316,Twinkling lights on amusement rides,0.2273
인터넷쇼핑몰_선데이브런치_1049.jpg,Seaside terrace dining at sunset,0.2487,Glass-walled restaurant overlooking mountains,0.2251,Rooftop restaurant with city skyline,0.2247
입출구_부산박물관 정문_1660.jpg,Golden Buddha statue in lush garden,0.2982,Japanese Zen garden with koi pond,0.2881,Stone lanterns lining temple pathway,0.2699
입출구_서서울 호수공원 입구마당_148.jpg,Courtyard view with stone pathways,0.2804,Tranquil Japanese garden design,0.2736,Japanese Zen garden with koi pond,0.264
입출구_호수공원 출입구1_1128.jpg,Sweeping gardens with symmetrical layout,0.2449,Symmetrical palace facade at sunrise,0.2303,Symmetrical palace facade at sunrise,0.2303
입출구_호수공원 출입구1_1129.jpg,Sunlit outdoor theater ruins,0.2325,Modern minimalist stage design,0.2228,Historic theater with Corinthian columns,0.2213
입출구_호수공원 출입구1_1130.jpg,Bamboo forest surrounding secluded shrine,0.2735,Golden Buddha statue in lush garden,0.2717,Temple courtyard with ancient bells,0.2701
전망대_G타워전망대_1422.jpg,Reflection of city skyline in water,0.268,Reflective glass and steel structure,0.2559,Architectural details of stadium facade,0.2455
전망대_G타워전망대_1423.jpg,river delta with winding channels,0.264,Bridges over gentle flowing streams,0.2416,Panoramic skyline from hilltop park,0.2289
전망대_N서울타워_408.jpg,Seaside tower with panoramic vistas,0.2658,Historic gazebo amidst lush greenery,0.2447,Forested hills from wooden lookout,0.2294
전망대_N서울타워_409.jpg,Modern glass observatory in cityscape,0.1919,Mountain-top observatory with panoramic view,0.179,Remote observatory in lush forest setting,0.1751
전망대_N서울타워_410.jpg,Twinkling lights on amusement rides,0.2828,"Amusement park at night, neon glow",0.2666,Colorful carousel and spinning lights,0.2553
전망대_가람누리 전망대_960.jpg,Classic red velvet stage curtains,0.2313,Grand entrance with ornate facade,0.2094,Grand entrance with ornamental pillars,0.2087
전망대_가람누리 전망대_961.jpg,Classic red velvet stage curtains,0.2609,Grand entrance arch with festival banners,0.2486,Decorative street flags fluttering,0.2297
전망대_감천문화마을 하늘마루전망대_1886.jpg,Riverbank walking route,0.2601,Meandering forest path,0.2318,Cliffside coastal trail,0.2147
전망대_강화제적봉 평화전망대_1400.jpg,Traditional architecture with mountain backdrop,0.2266,Architectural details of stadium facade,0.2197,Stadium against mountain backdrop,0.2182
전망대_강화제적봉 평화전망대_1401.jpg,Seaside tower with panoramic vistas,0.2547,Architectural details of stadium facade,0.2489,Grand entrance with ornamental pillars,0.2429
전망대_강화제적봉 평화전망대_1402.jpg,Traditional architecture with mountain backdrop,0.2251,Iconic entrance gate with flags,0.2205,Grand entrance with ornamental pillars,0.2087
전망대_광진교8번가_417.jpg,Open-air restaurant with ocean view,0.2438,Rustic wooden interior with chandeliers,0.2331,Outdoor seating with quaint tables,0.2324
전망대_광진교8번가_418.jpg,Wide-angle view of stadium roof,0.2892,Stadium against mountain backdrop,0.2791,Architectural details of stadium facade,0.2701
전망대_광진교8번가_419.jpg,Gallery with expansive skylights,0.257,Art gallery with contemporary facade,0.252,Vast exhibition hall with paintings,0.2502
전망대_교동도 망향대_1407.jpg,Traditional drumming stage backdrop,0.2057,Grand entrance arch with festival banners,0.1895,Twisting street through medieval village,0.1894
전망대_교동도 망향대_1408.jpg,Historic gazebo amidst lush greenery,0.2307,Outdoor sculpture garden with pathways,0.2234,Historic gallery building exterior,0.2129
전망대_구리타워_940.jpg,Stadium against mountain backdrop,0.2176,Wide-angle view of stadium roof,0.205,Panoramic view from stadium seats,0.2013
전망대_구리타워_941.jpg,Seaside tower with panoramic vistas,0.2953,Mountain-top observatory with panoramic view,0.251,Modern glass observatory in cityscape,0.234
전망대_금광호수하늘전망대_963.jpg,Interactive educational displays,0.2736,Expansive open-air enclosures,0.2419,Modern sculpture in open meadow,0.2407
전망대_금광호수하늘전망대_964.jpg,Forested hills from wooden lookout,0.2474,autumn leaves along riverbank,0.2429,Reflection in surrounding water bodies,0.2287
전망대_금광호수하늘전망대_965.jpg,Seaside tower with panoramic vistas,0.2985,Remote observatory in lush forest setting,0.2724,Modern glass observatory in cityscape,0.2659
전망대_김포국제공항 국내선청사 공항전망대_435.jpg,Steel lattice against clear blue sky,0.2023,Crenellated towers against a blue sky,0.1957,Panoramic view from palace balcony,0.1947
전망대_김포국제공항 국내선청사 공항전망대_436.jpg,Colorful canopies over market stalls,0.193,Panoramic view from palace balcony,0.1779,Golden roofed palace under clear sky,0.1777
전망대_낙산공원 제1전망광장_426.jpg,Courtyard view with stone pathways,0.2571,Alpine rock garden with waterfall,0.2539,Traditional architecture with mountain backdrop,0.2481
전망대_낙산공원 제1전망광장_428.jpg,Art gallery with contemporary facade,0.2575,Vast exhibition hall with paintings,0.2571,Gallery surrounded by lush landscapes,0.2446
전망대_대항전망대_1881.jpg,Sheer sea cliffs with dramatic drop,0.2092,Secluded cove with turquoise waters,0.2052,Winding coastal road hugging the ocean,0.2043
전망대_대항전망대_1882.jpg,Gallery surrounded by lush landscapes,0.1767,Gallery with expansive skylights,0.1668,Outdoor sculpture garden with pathways,0.1668
전망대_도라산전망대_942.jpg,Japanese Zen garden with koi pond,0.3152,Tiered fountain with floral motifs,0.2865,Historic stone fountain centerpiece,0.2835
전망대_도라산전망대_943.jpg,Bridges over gentle flowing streams,0.2121,Tropical greenhouse with exotic plants,0.2064,Artisan crafts and woven baskets display,0.205
전망대_도라산전망대_944.jpg,Meandering forest path,0.226,Riverbank walking route,0.2258,Bridge crossing scenic trail,0.2195
전망대_동백섬 누리마루전망대_1878.jpg,Symmetrical palace facade at sunrise,0.2431,Symmetrical palace facade at sunrise,0.2431,Seaside harbor at golden hour,0.2345
전망대_동백섬 누리마루전망대_1879.jpg,Seaside harbor at golden hour,0.2431,Golden sunset over tranquil sea,0.228,Modern marina with luxury yachts,0.2217
전망대_동백섬 누리마루전망대_1880.jpg,Sunset silhouette of docked ships,0.2537,Seaside harbor at golden hour,0.2419,Symmetrical palace facade at sunrise,0.2333
전망대_동생말 전망대_1863.jpg,Traditional architecture with mountain backdrop,0.2446,Curved road with mountain backdrop,0.2436,Tranquil street under cherry blossoms,0.2376
전망대_동생말 전망대_1864.jpg,Harbor entrance with rocky breakwater,0.2654,Seaside tower with panoramic vistas,0.254,Snow-capped mountains from observation deck,0.2512
전망대_동생말 전망대_1865.jpg,Iconic entrance gate with flags,0.2488,Palace reflection in lotus pond,0.2457,Reflection in surrounding water bodies,0.2425
전망대_동작대교전망쉼터_425.jpg,Seaside tower with panoramic vistas,0.2693,Crenellated towers against a blue sky,0.2393,Historic lighthouse overlooking harbor,0.2387
